move_num,color_next,winrate_B,winrate_W,LZ_next_move,variation,actual_next_move,LZ_all_next_moves
273,W,3.99,96.01,J9,"J9 K8 O15 H12 K13 G8 H8 N9 M10 M5 L6 O12 H10",M5,J9 O15 O12 K8 L7 H10 M5 K13 M4 G8 K10 N9 H8 M10 L6 
274,B,5.60,94.40,K10,"K10 L7 H12 K13 G8 H8 H10 J9 K8 M4 M10 N9 O12",L7,K10 J9 H10 L7 T13 G8 H12 M10 N9 O12 H8 S14 A13 R15 K1 
275,W,3.91,96.09,O15,"J9 K8 O15 H12 K13 G8 H8 N9 M10 O12 H10",J9,O15 J9 L6 O12 K13 K8 M4 G8 H10 K10 H8 N9 M10 
276,B,3.89,96.11,K8,"K8 M4 H12 K13 G8 H8 N9 M10 H10 L6 K10",K8,K8 H12 H8 G8 S14 T13 A13 K1 R15 M10 N9 
277,W,3.73,96.27,M4,"M4 N9 M10 H12 K13 G8 H8 H10 L6 K10 O12 O15",O12,M4 O15 L6 O12 K10 K13 G8 H8 N9 H10 M10 
278,B,4.08,95.92,H12,"N9 M10 H12 K13 O15 M4 L6 K10 H10 H8 G8",K10,H12 N9 G8 H8 O15 L6 M10 M4 K10 T13 S14 H10 A13 R15 
279,W,3.94,96.06,H8,"O15 M10 N9 H12 K13 G8 H8 H10 L6 M4 K3 Q7",O15,H8 L6 H10 O15 K13 G8 M4 M10 N9 
280,B,5.02,94.98,G8,"G8 H8 H12 K13 H10 L6 M4 N9 M10 K3 Q7",M10,G8 H12 M10 N9 H8 L6 M4 H10 S14 T13 A13 R15 K1 
281,W,4.69,95.31,N9,"N9 H12 K13 H10 L6 M4 G8 H8 K3 E19 L16 Q7 K17",N9,N9 E6 P11 
282,B,4.93,95.07,H10,"H10 L6 M4 K13 H12 G8 H8 K3 E19 L16 Q7",H12,H10 L6 H12 T13 G8 M4 H8 S14 A13 K1 E6 R15 
283,W,4.31,95.69,K13,"K13 T13 S14 H10 L6 M4 G8 H8 K3 E19",K13,K13 E6 
284,B,5.19,94.81,E6,"E6 H10 G8 H8 L6 M4 D7 K3 F4 L16 Q7",H8,E6 T13 K1 H10 L6 S14 G8 H8 M4 A13 R15 
285,W,4.02,95.98,G8,"G8 E6 H10 L6 M4 D7 K3 F4 L16 E19 K17 Q7 L17 R7 N16",G8,G8 E6 
286,B,5.60,94.40,E6,"E6 M4 L6 H10 D7 K3 F4 L16 E19 K17 Q7 L17 R7 N16",H10,E6 H10 L6 M4 S14 T13 K1 A13 R15 
287,W,3.96,96.04,L6,"L6 E19 M4 Q7 K3 R7 L16 F4 K17 E6 L17 D7 N16 B11",L6,L6 M4 E6 
288,B,5.46,94.54,E19,"E19 L16 M4 K17 Q7 L17 R7 N16 F4 K3 E6 pass D7",M4,E19 M4 S14 K1 T13 A13 R15 
