move_num,color_next,winrate_B,winrate_W,LZ_next_move,variation,actual_next_move,LZ_all_next_moves
138,B,94.89,5.11,L15,"L15 N15 K14 M2 E2 O2 Q1 P1 P2 J2 H2 Q2 O18 R1 H17 F13 C10 C9 G11",L15,L15 N15 O18 E2 M2 D2 N4 
139,W,94.57,5.43,N15,"N15 K14 M2 E2 O2 O18 R1 S1 Q1 H17 N14 N13 O13 S18 T18 L18 L16",N15,N15 M2 E2 N9 L16 O18 O2 M10 N14 
140,B,95.63,4.37,K14,"K14 M2 E2 O2 O18 R1 S1 Q1 H17 N14 N13 O13 S18 T18 L18 L16",K14,K14 M14 N14 O18 E2 N13 L14 M2 D2 
141,W,95.52,4.48,M2,"M2 E2 O2 O18 R1 H17 S2 R11 F13 C10 C9 E10 F10 B11",K18,M2 M14 E2 Q11 N13 J17 O2 N14 O18 N9 M10 H2 J2 
142,B,97.49,2.51,E2,"E2 J17 C17 B17 B18 C18 D17 A18 B19 C19 B16",J17,E2 J18 J17 L18 N13 D2 H17 
143,W,95.01,4.99,M2,"H2 J2 N9 M10 Q11 P10 M2 O2 H1 E2 D2 E3",J18,M2 E2 J18 H2 M14 N13 O2 Q11 J2 N9 M10 G17 L17 
144,B,97.84,2.16,E2,"E2 H17 C17 B17 B18 C18 D17 A18 B19 C19 B16 A19 C15",E2,E2 D2 H18 H17 G17 N13 L18 M2 G16 O18 
145,W,97.87,2.13,H17,"P10 Q11 H2 J2 M10 L10 N9 M10 P8 N8 O2 N4 O6 M2 H17 N13 O18 C17",H17,H17 O2 P10 H2 M10 N9 J2 Q11 L10 N13 
146,B,98.09,1.91,C17,"C17 B17 D16 C18 E14 H15 J13 H13 H12 G13 G12 F13",C17,C17 H13 H16 N13 H14 H15 J13 F14 E14 F15 G15 G14 C10 G18 G13 D13 H11 F13 F10 F7 H12 F16 L18 
147,W,95.20,4.80,N4,"N4 P2 B17 D16 C18 H16 G17 G16 F16 F15",B17,N4 B17 O2 M12 M10 N9 L10 H2 J2 D16 H15 P10 N13 Q11 H16 M14 
148,B,98.08,1.92,B18,"E14 E15 F14 F15 D16 C18 D15 D17 G15 G16 F16 H15 G14",D16,B18 B16 N13 H16 D16 E14 D13 G15 C10 F14 G14 J13 H15 F13 F15 G13 
149,W,97.91,2.09,C18,"C18 H16 G17 E14 E15 F14 F15 G14 G16 N13 O13",C18,C18 L10 M10 N9 J2 O2 H2 
150,B,98.08,1.92,N13,"N13 O18 H16 G17 E14 E15 F14 G16 D15 D17 F15 H14",C15,N13 E14 H16 C15 D17 D15 G15 G14 D13 C10 F14 H15 F7 D18 H14 F13 H13 F15 J13 G13 H11 F10 
151,W,93.11,6.89,J2,"J2 H2 N9 M10 D17 B16 C17 C14 D13 B15 D15 B11 E16 N13 O18 H16 G17 F7 H7 R11",D17,J2 H2 D17 N9 M10 B16 
152,B,97.75,2.25,C14,"C14 D13 B15 D15 B11 E16 H16 J16 K16 J15 N13 O13 N14",C14,C14 D15 H16 B16 N13 D18 
153,W,94.33,5.67,P10,"P10 Q11 M10 L10 N9 M10 P8 N4 O6 N8 O2 M2 J2 H2 R1 S1",D13,P10 Q11 D13 O2 M10 N9 J2 B15 H2 D15 L10 
154,B,97.87,2.13,B15,"B15 D15 E16 D12 A14 C11 B12 E18 H16 G17 N13 O13 N14",B15,B15 B16 D15 
